Rank,Rank100,Rank300,Rank500,Player,@001nic2nÏco3vöe,Age,Points,TournamentPlayed,Weightkg,Heightcm,Win,Lose,Prizemoney,Aces,DoubleFaults,@1stServe,@1stServePointsWon,@2ndServePointsWon,BreakPointsFaced,BreakPointsSaved,ServiceGamesPlayed,ServiceGamesWon,TotalServicePointsWon,@1stServeReturnPointsWon,@2ndServeReturnPointsWon,BreakPointsOpportunities,BreakPointsConverted,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,TotalPointsWon,VAR00001
529,6,2,2,Orlando Luz,1,24,63,17,78.0,180,0,0,15918,,,,,,,,,,,,,,,,,,, 
530,6,2,2,Thomas Fancutt,1,27,63,19,83.0,188,0,0,14243,,,,,,,,,,,,,,,,,,, 
531,6,2,2,Alexandr Cozbinov,1,27,63,20,80.0,188,0,0,12231,,,,,,,,,,,,,,,,,,, 
532,6,2,2,Harry Wendelken,1,21,63,21,68.0,178,0,0,14243,,,,,,,,,,,,,,,,,,, 
533,6,2,2,Imanol Lopez Morillo,1,23,63,22,85.0,183,0,0,12056,,,,,,,,,,,,,,,,,,, 
534,6,2,2,Giles Hussey,1,25,63,23,75.0,185,0,0,13992,,,,,,,,,,,,,,,,,,, 
535,6,2,2,Shinji Hazawa,1,23,63,23,73.0,175,0,0,11790,,,,,,,,,,,,,,,,,,, 
536,6,2,2,Toby Samuel,1,20,62,7,80.0,191,0,0,10424,,,,,,,,,,,,,,,,,,, 
537,6,2,2,Matias Soto,1,23,62,9,75.0,170,0,0,9861,,,,,,,,,,,,,,,,,,, 
538,6,2,2,Timo Legout,1,20,62,18,73.0,178,0,0,14754,,,,,,,,,,,,,,,,,,, 
539,6,2,2,Yuki Mochizuki,1,25,62,19,60.0,173,0,0,16143,,,,,,,,,,,,,,,,,,, 
540,6,2,2,Kalin Ivanovski,1,18,62,23,85.0,196,0,0,12611,,,,,,,,,,,,,,,,,,, 
541,6,2,2,Gabriele Piraino,1,19,61,18,78.0,188,0,0,12664,,,,,,,,,,,,,,,,,,, 
542,6,2,2,Adria Soriano Barrera,1,23,61,19,82.0,191,0,0,13809,,,,,,,,,,,,,,,,,,, 
543,6,2,2,Philip Sekulic,1,19,61,22,82.0,191,0,0,38428,,,,,,,,,,,,,,,,,,, 
544,6,2,2,Constantin Bittoun Kouzmine,1,23,61,30,73.0,178,0,0,13967,,,,,,,,,,,,,,,,,,, 
545,6,2,2,Gonzalo Bueno,1,18,60,12,73.0,173,0,0,11151,,,,,,,,,,,,,,,,,,, 
546,6,2,2,Cannon Kingsley,1,21,60,12,75.0,188,0,0,8783,,,,,,,,,,,,,,,,,,, 
547,6,2,2,Alec Deckers,1,22,59,14,83.0,193,0,0,10580,,,,,,,,,,,,,,,,,,, 
548,6,2,2,Daniele Capecchi,1,27,59,18,75.0,180,0,0,12168,,,,,,,,,,,,,,,,,,, 
549,6,2,2,JC Aragone,1,27,58,9,79.0,178,0,0,12695,,,,,,,,,,,,,,,,,,, 
550,6,2,2,Shuichi Sekiguchi,1,31,58,15,66.0,168,0,0,10356,,,,,,,,,,,,,,,,,,, 
551,6,2,2,Yuki Bhambri,3,30,57,5,75.0,185,2,1,109551,5,10,.62,.74,.40,22,.77,24.000,.79,.61,.31,.43,10,.50,25.000,.20,.36,.49, 
552,6,2,2,Johannus Monday,1,20,57,8,86.0,198,0,0,9471,,,,,,,,,,,,,,,,,,, 
553,6,2,2,Justin Boulais,1,21,57,10,77.0,183,0,0,8486,,,,,,,,,,,,,,,,,,, 
554,6,2,2,Digvijaypratap Singh,1,22,57,18,78.0,191,0,0,11081,,,,,,,,,,,,,,,,,,, 
555,6,2,2,Georgii Kravchenko,1,22,57,19,68.0,180,0,0,12146,,,,,,,,,,,,,,,,,,, 
556,6,2,2,Tristan Lamasine,1,29,57,19,69.0,183,0,0,10108,,,,,,,,,,,,,,,,,,, 
557,6,2,2,Jakub Paul,1,23,57,21,73.0,180,0,0,12231,,,,,,,,,,,,,,,,,,, 
558,6,2,2,Nathan Ponwith,1,24,57,22,79.0,188,0,0,11623,,,,,,,,,,,,,,,,,,, 
559,6,2,2,Tsung-Hao Huang,1,23,57,23,68.0,173,0,0,10995,,,,,,,,,,,,,,,,,,, 
560,6,2,2,Arthur Weber,1,30,56,8,77.0,185,0,0,9268,,,,,,,,,,,,,,,,,,, 
561,6,2,2,Luke Saville,1,28,56,9,83.0,188,0,0,12705,,,,,,,,,,,,,,,,,,, 
562,6,2,2,Andres Andrade,1,24,56,13,73.0,180,0,0,9821,,,,,,,,,,,,,,,,,,, 
563,6,2,2,Jaimee Floyd Angele,1,22,56,17,93.0,206,0,0,11251,,,,,,,,,,,,,,,,,,, 
564,6,2,2,Rigele Te,0,25,56,17,80.0,188,1,0,10350,,,,,,,,,,,,,,,,,,, 
565,6,2,2,Max Alcala Gurri,1,20,56,26,68.0,178,0,0,17436,,,,,,,,,,,,,,,,,,, 
566,6,2,2,Tao Mu,1,22,56,31,75.0,180,0,0,13024,,,,,,,,,,,,,,,,,,, 
567,6,2,2,Saba Purtseladze,1,21,56,32,91.0,191,0,0,14165,,,,,,,,,,,,,,,,,,, 
568,6,2,2,Noah Rubin,1,26,55,13,70.0,175,0,0,12923,,,,,,,,,,,,,,,,,,, 
569,6,2,2,Sean Cuenin,1,18,55,14,70.0,178,0,0,40316,,,,,,,,,,,,,,,,,,, 
570,6,2,2,Amr Elsayed,0,23,55,23,77.0,185,1,1,11459,,,,,,,,,,,,,,,,,,, 
571,6,2,2,Maxime Chazal,1,29,55,24,72.0,175,0,0,12783,,,,,,,,,,,,,,,,,,, 
572,6,2,2,Matthew Dellavedova,1,22,55,38,81.0,191,0,0,15707,,,,,,,,,,,,,,,,,,, 
573,6,2,2,Duarte Vale,1,23,54,16,74.0,183,0,0,10323,,,,,,,,,,,,,,,,,,, 
574,6,2,2,Jose Fco. Vidal Azorin,1,29,54,18,68.0,178,0,0,10866,,,,,,,,,,,,,,,,,,, 
575,6,2,2,Mirko Martinez,1,24,54,20,70.0,175,0,0,11085,,,,,,,,,,,,,,,,,,, 
576,6,2,2,Conner Huertas del Pino,0,27,54,21,86.0,188,0,1,10116,,,,,,,,,,,,,,,,,,, 
577,6,2,2,Jorge Martinez Martinez,1,27,54,25,66.0,170,0,0,12575,,,,,,,,,,,,,,,,,,, 
578,6,2,2,Andres Martin,3,21,53,5,79.0,183,1,1,18728,7,1,.62,.78,.50,8,.50,20.000,.80,.68,.29,.38,9,.44,18.000,.22,.33,.51, 
579,6,2,2,Donald Young,1,33,53,16,79.0,183,0,0,14075,,,,,,,,,,,,,,,,,,, 
580,6,2,2,Peter Heller,1,30,53,20,76.0,185,0,0,11592,,,,,,,,,,,,,,,,,,, 
581,6,2,2,Kyle Edmund,3,27,52,5,83.0,188,2,3,101990,36,17,.54,.73,.40,39,.59,54.000,.70,.58,.21,.50,20,.50,54.000,.19,.34,.47, 
582,6,2,2,Marvin Moeller,1,23,52,10,69.0,178,0,0,8584,,,,,,,,,,,,,,,,,,, 
583,6,2,2,Jack Pinnington Jones,1,19,52,10,82.0,180,0,0,9210,,,,,,,,,,,,,,,,,,, 
584,6,2,2,Henry Patten,1,26,52,14,90.0,198,,,,,,,,,,,,,,,,,,,,,, 
585,6,2,2,Liam Draxl,1,21,52,14,79.0,185,0,0,16352,,,,,,,,,,,,,,,,,,, 
586,6,2,2,David Jorda Sanchis,1,28,52,20,86.0,196,0,0,10836,,,,,,,,,,,,,,,,,,, 
587,6,2,2,Lucas Catarina,3,26,52,22,80.0,185,2,2,37458,2,4,.66,.62,.43,12,.42,17.000,.59,.56,.33,.50,13,.46,17.000,.35,.38,.47, 
588,6,2,2,Sidharth Rawat,1,29,51,12,70.0,175,0,0,9729,,,,,,,,,,,,,,,,,,, 
589,6,2,2,Jaime Faria,1,19,51,18,78.0,188,0,0,10793,,,,,,,,,,,,,,,,,,, 
590,6,2,2,Fajing Sun,1,26,51,21,75.0,178,0,0,11788,,,,,,,,,,,,,,,,,,, 
591,6,2,2,Sebastian Prechtel,1,26,51,24,81.0,185,0,0,11331,,,,,,,,,,,,,,,,,,, 
592,6,2,2,Igor Marcondes,1,25,50,1,75.0,185,0,0,5150,,,,,,,,,,,,,,,,,,, 
593,6,2,2,Roberto Cid Subervi,0,29,50,9,82.0,193,1,0,8602,,,,,,,,,,,,,,,,,,, 
594,6,2,2,Ryan Harrison,1,30,50,10,84.0,185,0,0,10018,,,,,,,,,,,,,,,,,,, 
595,6,2,2,James Trotter,1,23,50,11,75.0,183,0,0,7666,,,,,,,,,,,,,,,,,,, 
596,6,2,2,Jonathan Mridha,1,27,50,17,75.0,183,0,0,13535,,,,,,,,,,,,,,,,,,, 
597,6,2,2,Riccardo Balzerani,1,24,50,19,80.0,185,0,0,9614,,,,,,,,,,,,,,,,,,, 
598,6,2,2,Arjun Kadhe,3,28,49,8,83.0,185,0,1,13745,9,3,.57,.68,.41,10,.60,16.000,.75,.56,.15,.47,2,1.00,16.000,.13,.29,.45, 
599,6,2,2,Alex Michelsen,1,18,49,10,79.0,193,0,0,7668,,,,,,,,,,,,,,,,,,, 
600,6,2,2,Uisung Park,1,22,49,17,,,0,0,9503,,,,,,,,,,,,,,,,,,, 
601,7,3,2,Tristan McCormick,1,23,48,9,93.0,196,0,0,8687,,,,,,,,,,,,,,,,,,, 
602,7,3,2,Kasidit Samrej,0,21,48,15,,,2,2,9434,,,,,,,,,,,,,,,,,,, 
603,7,3,2,Ryota Tanuma,1,27,48,16,64.0,180,0,0,14596,,,,,,,,,,,,,,,,,,, 
604,7,3,2,Alexander Bernard,1,19,48,19,73.0,175,0,0,9850,,,,,,,,,,,,,,,,,,, 
605,7,3,2,Alexander Donski,1,24,48,21,80.0,188,0,0,12733,,,,,,,,,,,,,,,,,,, 
606,7,3,2,Go Soeda,1,38,47,5,73.0,178,0,0,34584,,,,,,,,,,,,,,,,,,, 
607,7,3,2,Gilbert Klier Junior,1,22,47,12,78.0,183,0,0,9290,,,,,,,,,,,,,,,,,,, 
608,7,3,2,Matyas Fuele,1,24,47,17,78.0,180,0,0,9354,,,,,,,,,,,,,,,,,,, 
609,7,3,2,Blu Baker,1,21,47,17,82.0,191,0,0,10276,,,,,,,,,,,,,,,,,,, 
610,7,3,2,Peter Bertran,0,26,47,19,73.0,183,1,1,12477,,,,,,,,,,,,,,,,,,, 
611,7,3,2,Alex Hernandez,3,23,47,21,70.0,175,1,2,38424,5,8,.61,.54,.41,25,.36,31.000,.48,.49,.25,.65,20,.45,32.000,.28,.42,.45, 
612,7,3,2,Alex Knaff,0,25,47,21,85.0,193,0,0,10727,,,,,,,,,,,,,,,,,,, 
613,7,3,2,Aleksandre Metreveli,3,29,47,23,76.0,183,0,3,26012,6,10,.53,.58,.46,24,.46,30.000,.57,.53,.20,.33,1,1.00,30.000,.03,.24,.40, 
614,7,3,2,Fausto Tabacco,1,20,47,24,80.0,183,0,0,12528,,,,,,,,,,,,,,,,,,, 
615,7,3,2,Savva Polukhin,1,24,46,11,,,0,0,8428,,,,,,,,,,,,,,,,,,, 
616,7,3,2,Rrezart Cungu,1,24,46,17,70.0,173,0,0,9524,,,,,,,,,,,,,,,,,,, 
617,7,3,2,Viacheslav Bielinskyi,0,19,46,18,,,0,1,9879,,,,,,,,,,,,,,,,,,, 
618,7,3,2,Giorgio Tabacco,1,19,46,19,80.0,178,0,0,11214,,,,,,,,,,,,,,,,,,, 
619,7,3,2,Peter Fajta,1,20,46,19,81.0,185,0,0,10018,,,,,,,,,,,,,,,,,,, 
620,7,3,2,Tomas Farjat,1,21,46,19,80.0,188,0,0,8653,,,,,,,,,,,,,,,,,,, 
621,7,3,2,Pedja Krstin,1,28,46,24,80.0,183,0,0,19459,,,,,,,,,,,,,,,,,,, 
622,7,3,2,Hanwen Li,1,20,46,27,73.0,180,0,0,11461,,,,,,,,,,,,,,,,,,, 
623,7,3,2,Kai Wehnelt,1,27,46,27,82.0,188,0,0,11255,,,,,,,,,,,,,,,,,,, 
624,7,3,2,Fermin Tenti,1,25,46,28,74.0,181,0,0,10472,,,,,,,,,,,,,,,,,,, 
625,7,3,2,Cristian Rodriguez,1,32,45,12,78.0,180,0,0,8664,,,,,,,,,,,,,,,,,,, 
626,7,3,2,Petr Nouza,1,24,45,13,90.0,193,0,0,8039,,,,,,,,,,,,,,,,,,, 
627,7,3,2,Christopher Heyman,1,29,45,13,90.0,188,0,0,8933,,,,,,,,,,,,,,,,,,, 
628,7,3,2,Evgenii Tiurnev,1,25,45,13,85.0,191,0,0,8682,,,,,,,,,,,,,,,,,,, 
629,7,3,2,Gabriel Debru,1,17,45,16,78.0,193,0,0,29334,,,,,,,,,,,,,,,,,,, 
630,7,3,2,Benjamin Winter Lopez,1,24,45,26,76.0,180,0,0,11381,,,,,,,,,,,,,,,,,,, 
631,7,3,2,Quentin Folliot,1,23,45,27,70.0,180,0,0,11370,,,,,,,,,,,,,,,,,,, 
632,7,3,2,Colin Markes,1,25,45,28,84.0,188,0,0,10766,,,,,,,,,,,,,,,,,,, 
633,7,3,2,Jerzy Janowicz,1,32,44,7,94.0,203,0,0,6871,,,,,,,,,,,,,,,,,,, 
634,7,3,2,Bruno Kuzuhara,1,18,44,19,68.0,175,0,0,53843,,,,,,,,,,,,,,,,,,, 
635,7,3,2,Arthur Reymond,1,23,44,25,73.0,180,0,0,11174,,,,,,,,,,,,,,,,,,, 
636,7,3,2,Alex Bolt,3,29,43,9,84.0,183,0,3,102266,20,10,.63,.68,.45,22,.50,33.000,.67,.60,.29,.42,15,.13,33.000,.06,.34,.46, 
637,7,3,2,Clement Chidekh,1,21,43,10,75.0,180,0,0,9239,,,,,,,,,,,,,,,,,,, 
638,7,3,2,Cheong-Eui Kim,1,32,43,11,,,0,0,9106,,,,,,,,,,,,,,,,,,, 
639,7,3,2,Felix Corwin,1,26,43,12,82.0,188,0,0,7420,,,,,,,,,,,,,,,,,,, 
640,7,3,2,Nicolae Frunza,1,25,43,12,78.0,185,0,0,7905,,,,,,,,,,,,,,,,,,, 
641,7,3,2,Luca Tomasetto,1,26,43,14,83.0,185,0,0,8527,,,,,,,,,,,,,,,,,,, 
642,7,3,2,Simone Roncalli,1,26,43,20,70.0,175,0,0,10031,,,,,,,,,,,,,,,,,,, 
643,7,3,2,Tim Handel,1,26,43,22,83.0,188,0,0,11018,,,,,,,,,,,,,,,,,,, 
644,7,3,2,Stefan Popovic,1,19,43,23,,,0,0,9920,,,,,,,,,,,,,,,,,,, 
645,7,3,2,Ruben Bemelmans,1,34,42,11,75.0,183,0,0,28671,,,,,,,,,,,,,,,,,,, 
646,7,3,2,Miguel Damas,1,23,42,13,83.0,183,0,0,7620,,,,,,,,,,,,,,,,,,, 
647,7,3,2,Jeremy Jahn,1,32,42,16,73.0,178,0,0,8728,,,,,,,,,,,,,,,,,,, 
648,7,3,2,Bekkhan Atlangeriev,1,21,42,16,77.0,185,0,0,8625,,,,,,,,,,,,,,,,,,, 
649,7,3,2,Duckhee Lee,1,24,42,16,75.0,175,0,0,11844,,,,,,,,,,,,,,,,,,, 
650,7,3,2,Dominik Boehler,1,26,42,18,67.0,178,0,0,8649,,,,,,,,,,,,,,,,,,, 
651,7,3,2,Nicolas Zanellato,1,20,42,21,70.0,178,0,0,9345,,,,,,,,,,,,,,,,,,, 
652,7,3,2,Pedro Araujo,1,20,42,21,68.0,180,0,0,2835,,,,,,,,,,,,,,,,,,, 
653,7,3,2,Lukas Krainer,1,22,42,23,83.0,198,0,0,9661,,,,,,,,,,,,,,,,,,, 
654,7,3,2,Stefan Dostanic,1,21,41,7,,,0,0,5966,,,,,,,,,,,,,,,,,,, 
655,7,3,2,Hazem Naw,1,22,41,18,77.0,180,0,0,8226,,,,,,,,,,,,,,,,,,, 
656,7,3,2,Johannes Haerteis,1,26,41,18,90.0,196,0,0,9101,,,,,,,,,,,,,,,,,,, 
657,7,3,2,Federico Agustin Gomez,1,26,41,18,95.0,191,0,0,10464,,,,,,,,,,,,,,,,,,, 
658,7,3,2,Tibo Colson,1,22,41,22,93.0,196,0,0,9109,,,,,,,,,,,,,,,,,,, 
659,7,3,2,Koray Kirci,1,24,41,23,75.0,185,0,0,7642,,,,,,,,,,,,,,,,,,, 
660,7,3,2,Federico Iannaccone,1,23,41,24,73.0,183,0,0,10263,,,,,,,,,,,,,,,,,,, 
661,7,3,2,Oscar Weightman,1,21,40,17,73.0,188,0,0,10172,,,,,,,,,,,,,,,,,,, 
662,7,3,2,Manish Sureshkumar,1,23,40,18,62.0,183,0,0,10499,,,,,,,,,,,,,,,,,,, 
663,7,3,2,Sahar Simon,1,21,40,21,,,0,0,9791,,,,,,,,,,,,,,,,,,, 
664,7,3,2,Kiranpal Pannu,0,25,39,17,82.0,185,0,2,9189,,,,,,,,,,,,,,,,,,, 
665,7,3,2,Christoph Negritu,1,28,39,20,83.0,193,0,0,8842,,,,,,,,,,,,,,,,,,, 
666,7,3,2,Arthur Bouquier,1,22,39,25,85.0,188,0,0,10989,,,,,,,,,,,,,,,,,,, 
667,7,3,2,Mikael Torpegaard,0,28,38,12,84.0,193,0,1,25647,,,,,,,,,,,,,,,,,,, 
668,7,3,2,Mohamed Safwat,0,32,38,17,83.0,180,3,1,33928,,,,,,,,,,,,,,,,,,, 
669,7,3,2,Tommaso Compagnucci,1,23,38,21,65.0,173,0,0,10246,,,,,,,,,,,,,,,,,,, 
670,7,3,2,Lukas Pokorny,1,20,38,22,83.0,191,0,0,10691,,,,,,,,,,,,,,,,,,, 
671,7,3,2,Davide Galoppini,1,28,38,28,70.0,175,0,0,11407,,,,,,,,,,,,,,,,,,, 
672,7,3,2,Edward Winter,1,18,37,8,73.0,178,0,0,33007,,,,,,,,,,,,,,,,,,, 
673,7,3,2,Tobias Kamke,1,36,37,9,76.0,178,0,0,42507,,,,,,,,,,,,,,,,,,, 
674,7,3,2,Garrett Johns,1,22,37,9,70.0,180,0,0,6106,,,,,,,,,,,,,,,,,,, 
675,7,3,2,Zhe Li,1,36,37,14,81.0,183,0,0,8764,,,,,,,,,,,,,,,,,,, 
676,7,3,2,Emilien Voisin,1,22,37,15,72.0,178,0,0,8718,,,,,,,,,,,,,,,,,,, 
677,7,3,2,Alex Barrena,1,20,37,18,68.0,175,0,0,9240,,,,,,,,,,,,,,,,,,, 
678,7,3,2,Tomas Lipovsek Puches,1,29,37,18,75.0,183,0,0,7815,,,,,,,,,,,,,,,,,,, 
679,7,3,2,Franco Emanuel Egea,1,26,37,19,78.0,180,0,0,7764,,,,,,,,,,,,,,,,,,, 
680,7,3,2,Shunsuke Mitsui,1,20,36,7,72.0,178,0,0,6416,,,,,,,,,,,,,,,,,,, 
681,7,3,2,Andrew Harris,1,28,36,11,81.0,183,,,,,,,,,,,,,,,,,,,,,, 
682,7,3,2,Bor Artnak,0,18,36,12,78.0,193,1,1,7144,,,,,,,,,,,,,,,,,,, 
683,7,3,2,Andrea Picchione,1,24,36,29,80.0,183,0,0,10864,,,,,,,,,,,,,,,,,,, 
684,7,3,2,Roberto Marcora,1,33,35,3,85.0,193,0,0,62903,,,,,,,,,,,,,,,,,,, 
685,7,3,2,Tatsuma Ito,1,34,35,6,75.0,180,0,0,13565,,,,,,,,,,,,,,,,,,, 
686,7,3,2,Olle Wallin,1,21,35,6,,,0,0,5815,,,,,,,,,,,,,,,,,,, 
687,7,3,2,Enzo Wallart,1,25,35,14,76.0,185,0,0,7216,,,,,,,,,,,,,,,,,,, 
688,7,3,2,Adam Moundir,0,27,35,18,91.0,191,0,1,7869,,,,,,,,,,,,,,,,,,, 
689,7,3,2,Sidane Pontjodikromo,1,22,35,19,75.0,178,0,0,6765,,,,,,,,,,,,,,,,,,, 
690,7,3,2,Ignacio Carou,0,23,35,20,70.0,178,0,3,8014,,,,,,,,,,,,,,,,,,, 
691,7,3,2,Victor Lilov,1,18,35,21,83.0,183,0,0,10572,,,,,,,,,,,,,,,,,,, 
692,7,3,2,Kirill Kivattsev,1,25,35,24,85.0,193,0,0,10360,,,,,,,,,,,,,,,,,,, 
693,7,3,2,Marco Miceli,1,24,35,25,82.0,,0,0,8610,,,,,,,,,,,,,,,,,,, 
694,7,3,2,Matteo Donati,1,27,34,10,74.0,185,0,0,6507,,,,,,,,,,,,,,,,,,, 
695,7,3,2,Pawel Cias,1,28,34,10,70.0,178,0,0,7465,,,,,,,,,,,,,,,,,,, 
696,7,3,2,Duje Kekez,1,29,34,14,82.0,183,0,0,7351,,,,,,,,,,,,,,,,,,, 
697,7,3,2,Alec Beckley,1,21,34,17,,,0,0,7943,,,,,,,,,,,,,,,,,,, 
698,7,3,2,Keisuke Saitoh,1,21,34,17,68.0,163,0,0,7804,,,,,,,,,,,,,,,,,,, 
699,7,3,2,Simon Anthony Ivanov,1,22,34,18,76.0,188,0,0,7991,,,,,,,,,,,,,,,,,,, 
700,7,3,2,Zura Tkemaladze,0,22,34,20,80.0,188,0,0,8849,,,,,,,,,,,,,,,,,,, 
701,8,3,2,Matthieu Perchicot,1,30,34,25,85.0,185,0,0,8963,,,,,,,,,,,,,,,,,,, 
702,8,3,2,William Blumberg,3,24,33,3,86.0,188,0,1,9010,7,2,.59,.79,.54,6,.50,12.000,.75,.69,.33,.46,14,.14,13.000,.15,.39,.49, 
703,8,3,2,Juan Ignacio Galarza,1,28,33,14,83.0,183,0,0,6865,,,,,,,,,,,,,,,,,,, 
704,8,3,2,Cyril Vandermeersch,1,23,33,15,72.0,180,0,0,6797,,,,,,,,,,,,,,,,,,, 
705,8,3,2,Xiaofei Wang,1,19,33,17,,,0,0,7398,,,,,,,,,,,,,,,,,,, 
706,8,3,2,Szymon Kielan,1,20,33,18,97.0,196,0,0,8670,,,,,,,,,,,,,,,,,,, 
707,8,3,2,Anton Matusevich,1,21,33,18,86.0,185,0,0,25103,,,,,,,,,,,,,,,,,,, 
708,8,3,2,Fernando Yamacita,1,25,33,20,78.0,185,0,0,8005,,,,,,,,,,,,,,,,,,, 
709,8,3,2,Marcelo Zormann,1,26,32,13,80.0,,0,0,6816,,,,,,,,,,,,,,,,,,, 
710,8,3,2,Yusuke Takahashi,1,25,32,18,68.0,170,0,0,14834,,,,,,,,,,,,,,,,,,, 
711,8,3,2,Thomas Deschamps,1,24,32,21,73.0,185,0,0,8967,,,,,,,,,,,,,,,,,,, 
712,8,3,2,Luigi Sorrentino,1,24,32,22,75.0,185,0,0,8472,,,,,,,,,,,,,,,,,,, 
713,8,3,2,Mick Veldheer,1,26,32,22,80.0,185,0,0,9607,,,,,,,,,,,,,,,,,,, 
714,8,3,2,Ivan Nedelko,1,36,31,13,80.0,185,0,0,6440,,,,,,,,,,,,,,,,,,, 
715,8,3,2,Manuel Mazza,1,23,31,15,71.0,178,0,0,8341,,,,,,,,,,,,,,,,,,, 
716,8,3,2,Ryuki Matsuda,1,22,31,19,64.0,132,0,0,1878,,,,,,,,,,,,,,,,,,, 
717,8,3,2,Orel Kimhi,1,19,31,21,65.0,173,0,0,7937,,,,,,,,,,,,,,,,,,, 
718,8,3,2,Attila Balazs,3,34,30,4,78.0,180,0,2,131233,1,6,.59,.51,.32,28,.46,22.000,.32,.43,.18,.40,5,.00,21.000,.00,.25,.35, 
719,8,3,2,Chris Rodesch,1,21,30,5,93.0,198,0,0,4838,,,,,,,,,,,,,,,,,,, 
720,8,3,2,Alexander Erler,1,25,30,8,83.0,193,0,0,12838,,,,,,,,,,,,,,,,,,, 
721,8,3,2,Ignacio Buse,1,18,30,8,73.0,183,0,0,4855,,,,,,,,,,,,,,,,,,, 
722,8,3,2,Elmer Moller,0,19,30,13,73.0,183,1,1,6905,,,,,,,,,,,,,,,,,,, 
723,8,3,2,Palaphoom Kovapitukted,1,23,30,13,71.0,178,0,0,6304,,,,,,,,,,,,,,,,,,, 
724,8,3,2,Daniel Rodrigues,1,22,30,13,81.0,183,0,0,6185,,,,,,,,,,,,,,,,,,, 
725,8,3,2,Emil Reinberg,1,25,30,15,86.0,188,0,0,7421,,,,,,,,,,,,,,,,,,, 
726,8,3,2,Lorenzo Bocchi,1,25,30,19,77.0,180,0,0,7789,,,,,,,,,,,,,,,,,,, 
727,8,3,2,Alvaro Guillen Meza,1,19,30,19,73.0,175,0,0,7619,,,,,,,,,,,,,,,,,,, 
728,8,3,2,Jiri Barnat,1,21,30,20,78.0,183,0,0,8005,,,,,,,,,,,,,,,,,,, 
729,8,3,2,Niki Kaliyanda Poonacha,1,27,30,22,86.0,191,0,0,8081,,,,,,,,,,,,,,,,,,, 
730,8,3,2,Maxence Beauge,1,22,30,26,70.0,183,0,0,9495,,,,,,,,,,,,,,,,,,, 
731,8,3,2,Hynek Barton,1,18,29,5,72.0,183,0,0,4882,,,,,,,,,,,,,,,,,,, 
732,8,3,2,Tadeas Paroulek,1,22,29,8,70.0,175,0,0,5230,,,,,,,,,,,,,,,,,,, 
733,8,3,2,Renta Tokuda,1,24,29,9,69.0,178,0,0,7965,,,,,,,,,,,,,,,,,,, 
734,8,3,2,Simon Carr,0,23,29,14,77.0,183,1,1,6688,,,,,,,,,,,,,,,,,,, 
735,8,3,2,S D Prajwal Dev,1,26,29,18,75.0,175,0,0,7283,,,,,,,,,,,,,,,,,,, 
736,8,3,2,Sergi Perez Contri,1,24,29,18,68.0,175,0,0,8227,,,,,,,,,,,,,,,,,,, 
737,8,3,2,Savriyan Danilov,1,22,29,19,82.0,188,0,0,7930,,,,,,,,,,,,,,,,,,, 
738,8,3,2,Yan Bondarevskiy,1,22,29,20,71.0,191,0,0,12890,,,,,,,,,,,,,,,,,,, 
739,8,3,2,Florent Bax,1,23,29,24,78.0,185,0,0,9572,,,,,,,,,,,,,,,,,,, 
740,8,3,2,Matthew Ebden,3,35,28,2,80.0,188,39,22,655963,5,3,.69,.83,.54,1,.00,12.000,.92,.74,.24,.31,2,.50,12.000,.08,.27,.50, 
741,8,3,2,Patrik Rikl,1,23,28,7,86.0,185,0,0,4917,,,,,,,,,,,,,,,,,,, 
742,8,3,2,Yuta Kikuchi,1,23,28,9,67.0,173,0,0,5320,,,,,,,,,,,,,,,,,,, 
743,8,3,2,Maxime Mora,1,25,28,10,73.0,183,0,0,6000,,,,,,,,,,,,,,,,,,, 
744,8,3,2,Chak Lam Coleman Wong,0,18,28,13,80.0,191,2,1,6332,,,,,,,,,,,,,,,,,,, 
745,8,3,2,Khololwam Montsi,1,20,28,13,63.0,168,0,0,6056,,,,,,,,,,,,,,,,,,, 
746,8,3,2,Adolfo Daniel Vallejo,0,18,28,16,72.0,183,1,1,6826,,,,,,,,,,,,,,,,,,, 
747,8,3,2,John Echeverria,1,21,28,19,72.0,180,0,0,8656,,,,,,,,,,,,,,,,,,, 
748,8,3,2,Calin Manda,1,24,28,23,83.0,185,0,0,7854,,,,,,,,,,,,,,,,,,, 
749,8,3,2,Andrea Guerrieri,0,24,28,24,75.0,180,0,0,8188,,,,,,,,,,,,,,,,,,, 
750,8,3,2,Roko Horvat,1,21,27,6,80.0,191,0,0,4054,,,,,,,,,,,,,,,,,,, 
751,8,3,2,Michiel De Krom,1,24,27,6,80.0,183,0,0,4712,,,,,,,,,,,,,,,,,,, 
752,8,3,2,Pedro Rodenas,1,18,27,8,75.0,185,0,0,5226,,,,,,,,,,,,,,,,,,, 
753,8,3,2,Vilius Gaubas,0,17,27,16,72.0,178,0,0,6781,,,,,,,,,,,,,,,,,,, 
754,8,3,2,Daisuke Sumizawa,1,23,27,16,67.0,175,0,0,7128,,,,,,,,,,,,,,,,,,, 
755,8,3,2,Andrea Basso,1,29,27,16,72.0,185,0,0,6869,,,,,,,,,,,,,,,,,,, 
756,8,3,2,Kareem Al Allaf,1,24,27,18,74.0,180,0,0,6729,,,,,,,,,,,,,,,,,,, 
